scenario,sim_time,day_time,job_id,source,event_type,technician,station,remaining_time,outcome,wait_time,turnaround_time,service_time,generated_at
100% increase in direct jobs with preemption,1712.4834084306506,Day 71 - Tuesday 08:29,RESHIP-6,Reship,finished,Tech 2,Station 1,0,reshipped,1255.3195317523146,1272.5801339175719,1.7606021652572315,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1712.4834084306506,Day 71 - Tuesday 08:29,RESHIP-7,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1714.0332120241455,Day 71 - Tuesday 10:02,RESHIP-7,Reship,finished,Tech 2,Station 1,0,reshipped,1201.4834084306506,1203.0332120241455,1.549803593494944,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1714.0332120241455,Day 71 - Tuesday 10:02,ADVEX-7,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1719.5,Day 71 - Tuesday 15:30,ADVEX-7,Advance Exchange,paused,Tech 2,Station 1,4.316545357478875,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1735.0,Day 72 - Wednesday 07:00,PROD-35,Production Failure,arrived,,,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1735.0,Day 72 - Wednesday 07:00,PROD-35,Production Failure,started,Tech 1,Station 2,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1735.5,Day 72 - Wednesday 07:30,PROD-35,Production Failure,finished,Tech 1,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1739.3165453574788,Day 72 - Wednesday 11:19,ADVEX-7,Advance Exchange,finished,Tech 2,Station 1,0,rtv,1203.0332120241455,1228.3165453574788,9.783333333333333,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1739.3165453574788,Day 72 - Wednesday 11:19,PROD-10,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1739.8165453574788,Day 72 - Wednesday 11:49,PROD-10,Production Failure,finished,Tech 2,Station 1,0,rtv,1228.3165453574788,1228.8165453574788,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1739.8165453574788,Day 72 - Wednesday 11:49,RMA-15,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1741.3498786908121,Day 72 - Wednesday 13:21,RMA-15,Customer RMA,finished,Tech 2,Station 1,0,scrap,1228.8165453574788,1230.3498786908121,1.5333333333333334,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1741.3498786908121,Day 72 - Wednesday 13:21,PROD-11,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1741.8498786908121,Day 72 - Wednesday 13:51,PROD-11,Production Failure,finished,Tech 2,Station 1,0,rtv,1225.4451897067966,1225.9451897067966,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1741.8498786908121,Day 72 - Wednesday 13:51,PROD-12,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1742.3498786908121,Day 72 - Wednesday 14:21,PROD-12,Production Failure,finished,Tech 2,Station 1,0,rtv,1206.8498786908121,1207.3498786908121,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1742.3498786908121,Day 72 - Wednesday 14:21,RMA-16,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1742.5498786908122,Day 72 - Wednesday 14:33,RMA-16,Customer RMA,finished,Tech 2,Station 1,0,repaired,1201.5519684029737,1201.7519684029737,0.2,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1742.5498786908122,Day 72 - Wednesday 14:33,RMA-17,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1742.649878690812,Day 72 - Wednesday 14:39,RMA-17,Customer RMA,finished,Tech 2,Station 1,0,rtv,1199.9759573604738,1200.0759573604737,0.1,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1742.649878690812,Day 72 - Wednesday 14:39,PROD-13,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1743.149878690812,Day 72 - Wednesday 15:09,PROD-13,Production Failure,finished,Tech 2,Station 1,0,rtv,1183.649878690812,1184.149878690812,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1743.149878690812,Day 72 - Wednesday 15:09,PROD-14,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1743.5,Day 72 - Wednesday 15:30,PROD-14,Production Failure,paused,Tech 2,Station 1,0.14987869081210192,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1759.149878690812,Day 73 - Thursday 07:09,PROD-14,Production Failure,finished,Tech 2,Station 1,0,rtv,1178.7528106017835,1194.7528106017835,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1759.149878690812,Day 73 - Thursday 07:09,ADVEX-8,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1759.2998786908122,Day 73 - Thursday 07:18,ADVEX-8,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1193.618336648929,1193.768336648929,0.15,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1759.2998786908122,Day 73 - Thursday 07:18,ADVEX-9,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1767.5,Day 73 - Thursday 15:30,ADVEX-9,Advance Exchange,paused,Tech 2,Station 1,1.2498786908121922,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1784.2498786908122,Day 74 - Friday 08:15,ADVEX-9,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1176.2998786908122,1201.2498786908122,9.45,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1784.2498786908122,Day 74 - Friday 08:15,RMA-18,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1784.3832120241457,Day 74 - Friday 08:23,RMA-18,Customer RMA,finished,Tech 2,Station 1,0,repaired,1201.2498786908122,1201.3832120241457,0.13333333333333333,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1784.3832120241457,Day 74 - Friday 08:23,PROD-15,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1784.8832120241457,Day 74 - Friday 08:53,PROD-15,Production Failure,finished,Tech 2,Station 1,0,rtv,1177.3832120241457,1177.8832120241457,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1784.8832120241457,Day 74 - Friday 08:53,PROD-16,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1785.3832120241457,Day 74 - Friday 09:23,PROD-16,Production Failure,finished,Tech 2,Station 1,0,rtv,1105.8832120241457,1106.3832120241457,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1785.3832120241457,Day 74 - Friday 09:23,ADVEX-10,Advance Exchange,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1791.5,Day 74 - Friday 15:30,ADVEX-10,Advance Exchange,paused,Tech 2,Station 2,5.033212024145678,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1855.0,Day 77 - Monday 07:00,PROD-36,Production Failure,arrived,,,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1855.0,Day 77 - Monday 07:00,PROD-36,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1855.5,Day 77 - Monday 07:30,PROD-36,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1855.910734138619,Day 77 - Monday 07:55,PROD-37,Production Failure,arrived,,,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1855.910734138619,Day 77 - Monday 07:55,PROD-37,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1856.410734138619,Day 77 - Monday 08:25,PROD-37,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1860.0332120241458,Day 77 - Monday 12:02,ADVEX-10,Advance Exchange,finished,Tech 2,Station 2,0,repaired,1106.3832120241457,1181.0332120241458,11.15,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1860.0332120241458,Day 77 - Monday 12:02,RMA-19,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1863.5,Day 77 - Monday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 1,28.433212024145767,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1879.0,Day 78 - Tuesday 07:00,PROD-38,Production Failure,arrived,,,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1879.0,Day 78 - Tuesday 07:00,PROD-38,Production Failure,started,Tech 1,Station 2,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1879.5,Day 78 - Tuesday 07:30,PROD-38,Production Failure,finished,Tech 1,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1887.5,Day 78 - Tuesday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 1,19.933212024145767,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1911.5,Day 79 - Wednesday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 1,11.433212024145767,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1935.5,Day 80 - Thursday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 1,2.9332120241457673,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1953.9332120241459,Day 81 - Friday 09:56,RMA-19,Customer RMA,finished,Tech 2,Station 1,0,rtv,1181.0332120241458,1274.9332120241459,31.9,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1953.9332120241459,Day 81 - Friday 09:56,PROD-17,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1954.4332120241459,Day 81 - Friday 10:26,PROD-17,Production Failure,finished,Tech 2,Station 1,0,rtv,1271.9526507040982,1272.4526507040982,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1954.4332120241459,Day 81 - Friday 10:26,PROD-18,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1954.9332120241459,Day 81 - Friday 10:56,PROD-18,Production Failure,finished,Tech 2,Station 1,0,rtv,1268.7295944265352,1269.2295944265352,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1954.9332120241459,Day 81 - Friday 10:56,PROD-19,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1955.4332120241459,Day 81 - Friday 11:26,PROD-19,Production Failure,finished,Tech 2,Station 1,0,rtv,1251.9332120241459,1252.4332120241459,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1955.4332120241459,Day 81 - Friday 11:26,RMA-20,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,1959.5,Day 81 - Friday 15:30,RMA-20,Customer RMA,paused,Tech 2,Station 1,27.949878690812525,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2031.5,Day 84 - Monday 15:30,RMA-20,Customer RMA,paused,Tech 2,Station 1,19.449878690812525,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2055.5,Day 85 - Tuesday 15:30,RMA-20,Customer RMA,paused,Tech 2,Station 1,10.949878690812525,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2079.5,Day 86 - Wednesday 15:30,RMA-20,Customer RMA,paused,Tech 2,Station 1,2.4498786908125254,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2097.4498786908125,Day 87 - Thursday 09:27,RMA-20,Customer RMA,finished,Tech 2,Station 1,0,repaired,1252.4332120241459,1394.4498786908125,32.016666666666666,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2097.4498786908125,Day 87 - Thursday 09:27,RMA-21,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2103.5,Day 87 - Thursday 15:30,RMA-21,Customer RMA,paused,Tech 2,Station 1,6.516545357479178,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2125.516545357479,Day 88 - Friday 13:31,RMA-21,Customer RMA,finished,Tech 2,Station 1,0,repaired,1392.9119567971584,1420.978623463825,12.566666666666666,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2125.516545357479,Day 88 - Friday 13:31,RESHIP-8,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2127.1784166694297,Day 88 - Friday 15:11,RESHIP-8,Reship,finished,Tech 2,Station 1,0,reshipped,1419.7203736254576,1421.3822449374081,1.6618713119507453,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2127.1784166694297,Day 88 - Friday 15:11,RESHIP-9,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2127.5,Day 88 - Friday 15:30,RESHIP-9,Reship,paused,Tech 2,Station 1,0.7368999614369796,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2191.736899961437,Day 91 - Monday 07:44,RESHIP-9,Reship,finished,Tech 2,Station 1,0,reshipped,1400.1784166694297,1464.7368999614368,1.0584832920072995,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2191.736899961437,Day 91 - Monday 07:44,RESHIP-10,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2192.7870422987007,Day 91 - Monday 08:47,RESHIP-10,Reship,finished,Tech 2,Station 1,0,reshipped,1458.786947162498,1459.837089499762,1.0501423372639536,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2192.7870422987007,Day 91 - Monday 08:47,RMA-22,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2196.8037089653676,Day 91 - Monday 12:48,RMA-22,Customer RMA,finished,Tech 2,Station 1,0,scrap,1441.7870422987007,1445.8037089653676,4.016666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2196.8037089653676,Day 91 - Monday 12:48,ADVEX-11,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2196.870375632034,Day 91 - Monday 12:52,ADVEX-11,Advance Exchange,finished,Tech 2,Station 1,0,rtv,1444.221587088523,1444.2882537551895,0.06666666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2196.870375632034,Day 91 - Monday 12:52,RMA-23,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2198.937042298701,Day 91 - Monday 14:56,RMA-23,Customer RMA,finished,Tech 2,Station 1,0,repaired,1440.6379864621583,1442.704653128825,2.066666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2198.937042298701,Day 91 - Monday 14:56,RMA-24,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2199.5,Day 91 - Monday 15:30,RMA-24,Customer RMA,paused,Tech 2,Station 1,9.887042298700816,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2223.5,Day 92 - Tuesday 15:30,RMA-24,Customer RMA,paused,Tech 2,Station 1,1.3870422987008162,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2240.3870422987006,Day 93 - Wednesday 08:23,RMA-24,Customer RMA,finished,Tech 2,Station 1,0,repaired,1423.9370422987008,1465.3870422987006,10.45,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2240.3870422987006,Day 93 - Wednesday 08:23,RMA-25,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2241.187042298701,Day 93 - Wednesday 09:11,RMA-25,Customer RMA,finished,Tech 2,Station 1,0,repaired,1393.3870422987006,1394.1870422987008,0.8,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2241.187042298701,Day 93 - Wednesday 09:11,PROD-20,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2241.687042298701,Day 93 - Wednesday 09:41,PROD-20,Production Failure,finished,Tech 2,Station 1,0,rtv,1370.1870422987008,1370.6870422987008,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2241.687042298701,Day 93 - Wednesday 09:41,RMA-26,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2241.737042298701,Day 93 - Wednesday 09:44,RMA-26,Customer RMA,finished,Tech 2,Station 1,0,rtv,1370.6870422987008,1370.737042298701,0.05,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2241.737042298701,Day 93 - Wednesday 09:44,RMA-27,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2247.5,Day 93 - Wednesday 15:30,RMA-27,Customer RMA,paused,Tech 2,Station 1,2.5703756320343327,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2265.5703756320345,Day 94 - Thursday 09:34,RMA-27,Customer RMA,finished,Tech 2,Station 1,0,scrap,1346.737042298701,1370.5703756320345,8.333333333333334,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2265.5703756320345,Day 94 - Thursday 09:34,PROD-21,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2266.0703756320345,Day 94 - Thursday 10:04,PROD-21,Production Failure,finished,Tech 2,Station 1,0,rtv,1365.2354700987921,1365.7354700987921,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2266.0703756320345,Day 94 - Thursday 10:04,PROD-22,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2266.5703756320345,Day 94 - Thursday 10:34,PROD-22,Production Failure,finished,Tech 2,Station 1,0,rtv,1347.0703756320345,1347.5703756320345,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2266.5703756320345,Day 94 - Thursday 10:34,RMA-28,Customer RMA,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2269.4703756320346,Day 94 - Thursday 13:28,RMA-28,Customer RMA,finished,Tech 2,Station 1,0,repaired,1317.7600541544548,1320.6600541544549,2.9,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2269.4703756320346,Day 94 - Thursday 13:28,PROD-23,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2269.9703756320346,Day 94 - Thursday 13:58,PROD-23,Production Failure,finished,Tech 2,Station 1,0,rtv,1254.4703756320346,1254.9703756320346,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2269.9703756320346,Day 94 - Thursday 13:58,RESHIP-11,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2271.5,Day 94 - Thursday 15:30,RESHIP-11,Reship,paused,Tech 2,Station 1,0.34850259700816677,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2287.348502597008,Day 95 - Friday 07:21,RESHIP-11,Reship,finished,Tech 2,Station 1,0,reshipped,1254.9703756320346,1272.348502597008,1.878126964973592,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2287.348502597008,Day 95 - Friday 07:21,ADVEX-12,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2287.5651692636748,Day 95 - Friday 07:34,ADVEX-12,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1266.0615723695994,1266.278239036266,0.21666666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2287.5651692636748,Day 95 - Friday 07:34,PROD-24,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2288.0651692636748,Day 95 - Friday 08:04,PROD-24,Production Failure,finished,Tech 2,Station 1,0,rtv,1170.4722239877065,1170.9722239877065,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2288.0651692636748,Day 95 - Friday 08:04,ADVEX-13,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2288.098502597008,Day 95 - Friday 08:06,ADVEX-13,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1105.0651692636748,1105.098502597008,0.03333333333333333,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2288.098502597008,Day 95 - Friday 08:06,PROD-25,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2288.598502597008,Day 95 - Friday 08:36,PROD-25,Production Failure,finished,Tech 2,Station 1,0,rtv,1105.098502597008,1105.598502597008,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2288.598502597008,Day 95 - Friday 08:36,ADVEX-14,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2289.465169263675,Day 95 - Friday 09:28,ADVEX-14,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1100.6664692573222,1101.533135923989,0.8666666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2289.465169263675,Day 95 - Friday 09:28,ADVEX-15,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2290.8318359303416,Day 95 - Friday 10:50,ADVEX-15,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1058.4651692636749,1059.8318359303416,1.3666666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2290.8318359303416,Day 95 - Friday 10:50,RESHIP-12,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2292.5228555540975,Day 95 - Friday 12:31,RESHIP-12,Reship,finished,Tech 2,Station 1,0,reshipped,1059.8318359303416,1061.5228555540975,1.6910196237558766,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2292.5228555540975,Day 95 - Friday 12:31,RESHIP-13,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2294.0753806508424,Day 95 - Friday 14:05,RESHIP-13,Reship,finished,Tech 2,Station 1,0,reshipped,1058.0516100772288,1059.6041351739736,1.5525250967449975,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2294.0753806508424,Day 95 - Friday 14:05,RESHIP-14,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2295.5,Day 95 - Friday 15:30,RESHIP-14,Reship,paused,Tech 2,Station 1,0.5084686613630165,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2359.508468661363,Day 98 - Monday 07:31,RESHIP-14,Reship,finished,Tech 2,Station 1,0,reshipped,1055.5619009094835,1120.9949889200043,1.9330880105206543,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2359.508468661363,Day 98 - Monday 07:31,ADVEX-16,Advance Exchange,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2359.57513532803,Day 98 - Monday 07:35,ADVEX-16,Advance Exchange,finished,Tech 2,Station 1,0,repaired,1104.5084686613632,1104.5751353280298,0.06666666666666667,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2359.57513532803,Day 98 - Monday 07:35,RESHIP-15,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2361.4592700294806,Day 98 - Monday 09:28,RESHIP-15,Reship,finished,Tech 2,Station 1,0,reshipped,1104.5751353280298,1106.4592700294806,1.8841347014510088,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2361.4592700294806,Day 98 - Monday 09:28,PROD-26,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2361.9592700294806,Day 98 - Monday 09:58,PROD-26,Production Failure,finished,Tech 2,Station 1,0,rtv,1106.4592700294806,1106.9592700294806,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2361.9592700294806,Day 98 - Monday 09:58,RESHIP-16,Reship,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2363.9354760624115,Day 98 - Monday 11:56,RESHIP-16,Reship,finished,Tech 2,Station 1,0,reshipped,1010.9592700294806,1012.9354760624115,1.9762060329309628,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2363.9354760624115,Day 98 - Monday 11:56,PROD-27,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2364.4354760624115,Day 98 - Monday 12:26,PROD-27,Production Failure,finished,Tech 2,Station 1,0,rtv,1007.8732704130787,1008.3732704130787,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2364.4354760624115,Day 98 - Monday 12:26,PROD-28,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2364.9354760624115,Day 98 - Monday 12:56,PROD-28,Production Failure,finished,Tech 2,Station 1,0,rtv,1007.4188121995708,1007.9188121995708,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2364.9354760624115,Day 98 - Monday 12:56,PROD-29,Production Failure,started,Tech 2,Station 1,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2365.4354760624115,Day 98 - Monday 13:26,PROD-29,Production Failure,finished,Tech 2,Station 1,0,rtv,989.9354760624115,990.4354760624115,0.5,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2365.4354760624115,Day 98 - Monday 13:26,RMA-13,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2367.5,Day 98 - Monday 15:30,RMA-13,Customer RMA,paused,Tech 2,Station 2,8.368809395744787,,,,,2026-07-16T19:34:28.411609
100% increase in direct jobs with preemption,2391.368809395745,Day 99 - Tuesday 15:22,RMA-13,Customer RMA,finished,Tech 2,Station 2,0,rtv,1945.9508806428776,1971.884213976211,10.433333333333334,2026-07-16T19:34:28.411609
"doubled resources, baseline demand",7.0,Day 0 - Monday 07:00,ADVEX-1,Advance Exchange,arrived,,,,,,,,2026-07-16T21:17:22.597711
"doubled resources, baseline demand",7.0,Day 0 - Monday 07:00,ADVEX-1,Advance Exchange,started,Tech 1,Station 1,,,,,,2026-07-16T21:17:22.597711
